Player,#,Team,Pos,HT,WT,Age,Exp,College,Status
Keir Thomas II,96,LAR,OLB,6'2,260,28,3,Florida State,IR
Ahkello Witherspoon,4,LAR,CB,6'2,215,30,9,Colorado,IR
Rob Havenstein,79,LAR,RT,6'8,322,33,11,Wisconsin,IR
Elijah Arroyo,18,SEA,TE,6'5,254,22,R,Miami,ACT
AJ Barner,88,SEA,TE,6'6,251,23,2,Michigan,ACT
Jake Bobo,19,SEA,WR,6'4,207,27,3,Duke,ACT
Anthony Bradford,75,SEA,G,6'4,335,24,3,LSU,ACT
Coby Bryant,8,SEA,S,6'1,193,26,4,Cincinnati,ACT
Charles Cross,67,SEA,T,6'5,317,25,4,Mississippi State,ACT
Sam Darnold,14,SEA,QB,6'3,225,28,8,USC,ACT
Michael Dickson,4,SEA,P,6'2,208,30,8,Texas,ACT
Nick Emmanwori,3,SEA,S,6'3,220,22,R,South Carolina,ACT
Derick Hall,58,SEA,LB,6'3,254,24,3,Auburn,ACT
Christian Haynes,64,SEA,G,6'2,318,25,2,Connecticut,ACT
George Holani,36,SEA,RB,5'11,210,26,2,Boise State,ACT
Jared Ivey,51,SEA,LB,6'6,274,24,R,Mississippi,ACT
Josh Jobe,29,SEA,CB,5'11,190,27,4,Alabama,ACT
Ernest Jones IV,13,SEA,LB,6'2,230,26,5,South Carolina,ACT
Josh Jones,74,SEA,G,6'7,339,28,6,Houston,ACT
Nick Kallerup,89,SEA,TE,6'5,266,24,R,Minnesota,ACT
Tyrice Knight,48,SEA,LB,6'1,233,26,2,Texas-El Paso,ACT
Cooper Kupp,10,SEA,WR,6'1,205,32,9,Eastern Washington,ACT
DeMarcus Lawrence,0,SEA,LB,6'3,254,33,12,Boise State,ACT
Drew Lock,2,SEA,QB,6'4,228,29,7,Missouri,ACT
Julian Love,20,SEA,S,5'11,195,27,7,Notre Dame,ACT
Abraham Lucas,72,SEA,T,6'6,322,27,4,Washington State,ACT
Boye Mafe,53,SEA,LB,6'4,261,27,4,Minnesota,ACT
Rylie Mills,98,SEA,DE,6'5,290,24,R,Notre Dame,ACT
Jalen Milroe,6,SEA,QB,6'2,216,23,R,Alabama,ACT
Mike Morris,94,SEA,DE,6'6,295,24,3,Michigan,ACT
Byron Murphy II,91,SEA,DT,6'1,306,23,2,Texas,ACT
Jason Myers,5,SEA,K,5'10,190,34,11,Marist,ACT
Uchenna Nwosu,7,SEA,LB,6'2,265,29,8,USC,ACT
Patrick O'Connell,52,SEA,LB,6'1,227,27,2,Montana,ACT
Ty Okada,39,SEA,S,5'11,193,26,1,Montana State,ACT
Olu Oluwatimi,55,SEA,C,6'3,309,26,3,Michigan,ACT
Connor O'Toole,57,SEA,LB,6'3,248,23,R,Utah,ACT
Robbie Ouzts,40,SEA,FB,6'3,274,23,R,Alabama,ACT
Brandon Pili,95,SEA,NT,6'3,334,26,3,USC,ACT
Nehemiah Pritchett,28,SEA,CB,6'1,188,25,2,Auburn,ACT
Jarran Reed,90,SEA,NT,6'3,315,33,10,Alabama,ACT
Mason Richman,78,SEA,T,6'5,307,23,R,Iowa,ACT
Brady Russell,38,SEA,FB,6'3,250,27,3,Colorado,ACT
Eric Saubert,81,SEA,TE,6'5,253,31,8,Drake,ACT
Rashid Shaheed,22,SEA,WR,6'1,180,27,4,Weber State,ACT
Jaxon Smith-Njigba,11,SEA,WR,6'1,197,24,3,Ohio State,ACT
Chris Stoll,41,SEA,LS,6'2,255,27,3,Penn State,ACT
Jalen Sundell,61,SEA,C,6'5,301,26,2,North Dakota State,ACT
Chazz Surratt,44,SEA,LB,6'2,233,29,4,North Carolina,ACT
Drake Thomas,42,SEA,LB,5'11,228,25,3,N.C. State,ACT
Kenneth Walker III,9,SEA,RB,5'9,211,25,4,Michigan State,ACT
Leonard Williams,99,SEA,DT,6'5,310,31,11,USC,ACT
Devon Witherspoon,21,SEA,CB,6'1,185,25,3,Illinois,ACT
Riq Woolen,27,SEA,CB,6'4,210,26,4,Texas-San Antonio,ACT
Dareke Young,83,SEA,WR,6'2,224,26,4,Lenoir Rhyne,ACT
Grey Zabel,76,SEA,G,6'6,316,23,R,North Dakota State,ACT
Bryce Cabeldue,77,SEA,G,6'4,306,24,R,Kansas,IR
Zach Charbonnet,26,SEA,RB,6'1,214,25,3,UCLA,IR
AJ Finley,30,SEA,S,6'1,188,24,3,Mississippi,IR
Tory Horton,15,SEA,WR,6'2,196,23,R,Colorado State,IR
Amari Kight,79,SEA,T,6'6,299,25,R,UCF,IR
Kenny McIntosh,25,SEA,RB,6'1,204,25,3,Georgia,IR
Cody White,82,SEA,WR,6'3,227,27,4,Michigan State,IR
